order_id,date,customer_id,customer_age,customer_gender,customer_segment,product_category,product_name,unit_price,quantity,subtotal,discount_rate,discount_amount,tax_rate,tax_amount,shipping_cost,total_amount,sales_channel,payment_method,region,sales_rep,lead_source,is_returned,return_reason,satisfaction_score,year,month,quarter,day_of_week,is_weekend,profit_margin,profit
ORD_20200308_4583,2020-03-08,CUST_57346,61.0,Other,Standard,Clothing,Premium Kit 602,75.74,1,75.74,0.0,0.0,0.15,11.36,0.0,87.1,Retail Store,Debit Card,Latin America,Justin Wagner,Advertisement,False,,10.0,2020,3,1,Sunday,True,0.32769394530420265,28.54214263599605
ORD_20231119_2235,2023-11-19,CUST_51292,19.0,Male,Budget,Clothing,Basic Widget 205,203.51,4,814.06,0.0,0.0,0.08,65.12,0.0,879.18,Retail Store,Credit Card,North America,Anthony James DVM,Advertisement,False,,9.0,2023,11,4,Sunday,True,0.17506015798992927,153.909389701586
ORD_20241017_4614,2024-10-17,CUST_67958,19.0,Other,Premium,Home & Garden,Classic Kit 936,274.11,2,548.21,0.1026,56.26,0.08,39.36,0.0,531.3,Online,Credit Card,North America,Dana Beltran MD,Direct,False,,7.0,2024,10,4,Thursday,False,0.3373824095646347,179.25127420169042
ORD_20231102_4784,2023-11-02,CUST_69848,24.0,Male,Premium,Toys & Games,Deluxe Kit 460,53.47,2,106.95,0.0,0.0,0.2,21.39,0.0,128.34,Online,Credit Card,Europe,Lisa Maynard,Organic Search,False,,8.0,2023,11,4,Thursday,False,0.31923167995952545,40.9701938060055
ORD_20220704_2771,2022-07-04,CUST_75723,36.0,Male,Premium,Clothing,Classic Set 959,96.89,2,193.77,0.0,0.0,0.08,15.5,0.0,209.28,Retail Store,PayPal,North America,Jill Cooper,Direct,False,,6.0,2022,7,3,Monday,False,0.2889266710421605,60.466573715703355
ORD_20230128_4368,2023-01-28,CUST_11390,30.0,Other,Standard,Toys & Games,Basic Widget 438,102.17,4,408.66,0.0,0.0,0.1,40.87,0.0,449.53,Online,Credit Card,Asia Pacific,Bradley Howell,Email,False,,9.0,2023,1,1,Saturday,True,0.4037209164029717,181.48466355062786
ORD_20200705_7517,2020-07-05,CUST_12519,25.0,Female,Budget,Toys & Games,Basic Widget 759,49.04,2,98.07,0.0473,4.64,0.1,9.34,0.0,102.78,Retail Store,Credit Card,Asia Pacific,Taylor Dougherty,Advertisement,False,,9.0,2020,7,3,Sunday,True,0.24209793803697582,24.882826071440377
ORD_20241210_8481,2024-12-10,CUST_25068,24.0,Other,Standard,Home & Garden,Classic Widget 453,149.6,1,149.6,0.1079,16.14,0.08,10.68,0.0,144.14,Retail Store,PayPal,North America,Ann Lambert,Email,False,,8.0,2024,12,4,Tuesday,False,0.25578255337914757,36.868497244070326
ORD_20201124_2788,2020-11-24,CUST_66828,69.0,Other,Budget,Toys & Games,Pro Package 631,78.28,2,156.55,0.0,0.0,0.1,15.66,0.0,172.21,Online,Cash,Asia Pacific,Desiree Booth,Direct,False,,9.0,2020,11,4,Tuesday,False,0.21437679124135733,36.91782721967415
ORD_20230516_9843,2023-05-16,CUST_89293,67.0,Other,Premium,Clothing,Pro System 232,130.22,1,130.22,0.0511,6.65,0.1,12.36,0.0,135.92,Online,Debit Card,Asia Pacific,Mario Jackson,Paid Search,False,,8.0,2023,5,2,Tuesday,False,0.23054246383267335,31.33533168413696
ORD_20230325_7530,2023-03-25,CUST_62500,66.0,Female,Enterprise,Electronics,Pro System 216,188.24,1,188.24,0.0,0.0,0.08,15.06,0.0,203.3,Mobile App,Credit Card,North America,Lisa Moore,Referral,False,,9.0,2023,3,1,Saturday,True,0.3329537315096082,67.68949361590336
ORD_20200205_7671,2020-02-05,CUST_42046,71.0,Female,Standard,Home & Garden,Pro Set 686,126.09,2,252.18,0.0861,21.72,0.08,18.44,0.0,248.9,Mobile App,PayPal,North America,Mr. David Villanueva,Social Media,False,,9.0,2020,2,1,Wednesday,False,0.30614003663877276,76.19825511939054
ORD_20230529_2284,2023-05-29,CUST_28343,22.0,Female,Premium,Sports & Outdoors,Elite System 493,53.1,1,53.1,0.0,0.0,0.2,10.62,3.42,63.72,Online,Credit Card,Europe,Tiffany Murray,Social Media,False,,10.0,2023,5,2,Monday,False,0.4497570380487149,28.658518464464112
ORD_20230922_5096,2023-09-22,CUST_97051,30.0,Female,Premium,Clothing,Elite Tool 263,88.97,1,88.97,0.082,7.29,0.08,6.53,1.89,88.21,Mobile App,Debit Card,North America,Renee Orr,Advertisement,False,,7.0,2023,9,3,Friday,False,0.1754860137961321,15.479621276956811
ORD_20210908_8126,2021-09-08,CUST_93342,38.0,Female,Standard,Books,Pro Package 746,11.21,4,44.84,0.0,0.0,0.15,6.73,1.82,51.57,Mobile App,Debit Card,Latin America,Zachary Ramos,Email,False,,,2021,9,3,Wednesday,False,0.19262772776451736,9.93381192081616
ORD_20230709_3252,2023-07-09,CUST_99285,71.0,Other,Premium,Toys & Games,Standard Package 202,32.4,1,32.4,0.0,0.0,0.2,6.48,0.0,38.88,Retail Store,Bank Transfer,Europe,Justin Brown,Email,False,,10.0,2023,7,3,Sunday,True,0.33804923426746225,13.143354228318934
ORD_20220916_8904,2022-09-16,CUST_74049,54.0,Male,Premium,Electronics,Standard Package 604,174.7,1,174.7,0.0,0.0,0.08,13.98,0.0,188.68,Mobile App,Bank Transfer,North America,Henry Lloyd,Referral,True,Changed Mind,3.0,2022,9,3,Friday,False,0.39701465919943224,74.90872589774888
ORD_20240125_7928,2024-01-25,CUST_37854,46.0,Female,Budget,Automotive,Classic Kit 309,239.01,1,239.01,0.0,0.0,0.2,47.8,0.0,286.82,Online,PayPal,Europe,Jon Ayala,Direct,False,,,2024,1,1,Thursday,False,0.3734391605623444,107.10982003249161
ORD_20200302_9197,2020-03-02,CUST_57522,23.0,Other,Premium,Electronics,Classic Kit 884,471.58,1,471.58,0.0,0.0,0.08,37.73,0.0,509.3,Mobile App,Credit Card,North America,Bradley Brown,Social Media,False,,9.0,2020,3,1,Monday,False,0.3894115011257937,198.32727752336675
ORD_20220608_3669,2022-06-08,CUST_13407,71.0,Female,Premium,Automotive,Classic System 225,223.89,1,223.89,0.0,0.0,0.08,17.91,0.0,241.81,Online,Cryptocurrency,North America,Ricky Rivera,Advertisement,False,,7.0,2022,6,2,Wednesday,False,0.2528377892622368,61.13870582150149
ORD_20210224_7626,2021-02-24,CUST_92603,59.0,Other,Premium,Home & Garden,Basic Unit 561,149.29,1,149.29,0.0,0.0,0.15,22.39,0.0,171.68,Retail Store,Debit Card,Latin America,Michelle Olson,Direct,False,,8.0,2021,2,1,Wednesday,False,0.19048155033700204,32.70187256185651
ORD_20231103_5012,2023-11-03,CUST_12381,50.0,Other,Budget,Books,Pro System 718,33.63,4,134.5,0.0,0.0,0.08,10.76,0.0,145.26,Online,Debit Card,North America,Kristen Duran,Paid Search,False,,9.0,2023,11,4,Friday,False,0.4371017282952876,63.49339705217347
ORD_20200526_8443,2020-05-26,CUST_76734,78.0,Male,Premium,Automotive,Classic Set 728,255.97,2,511.93,0.0,0.0,0.2,102.39,0.0,614.32,Mobile App,Credit Card,Europe,Caroline Moore,Organic Search,False,,6.0,2020,5,2,Tuesday,False,0.2159753637764801,132.67798547516728
ORD_20211215_8859,2021-12-15,CUST_36883,24.0,Female,Budget,Health & Beauty,Pro Package 631,99.77,3,299.32,0.0,0.0,0.1,29.93,0.0,329.25,Online,PayPal,Asia Pacific,Charles Walsh,Paid Search,True,Changed Mind,1.0,2021,12,4,Wednesday,False,0.23887485647058554,78.64954649294029
ORD_20200915_6712,2020-09-15,CUST_62602,47.0,Other,Standard,Home & Garden,Pro Widget 237,136.39,1,136.39,0.0,0.0,0.08,10.91,0.0,147.3,Retail Store,Cash,North America,Shannon Harper,Social Media,False,,10.0,2020,9,3,Tuesday,False,0.32166806546152726,47.38170604248297
ORD_20231110_7609,2023-11-10,CUST_80390,66.0,,Standard,Sports & Outdoors,Deluxe Unit 656,103.29,2,206.58,0.0,0.0,0.15,30.99,0.0,237.56,Online,Credit Card,Latin America,Donna Marshall,Email,False,,9.0,2023,11,4,Friday,False,0.41036355030069815,97.48596500943385
ORD_20220410_8989,2022-04-10,CUST_10265,71.0,Male,Budget,Automotive,Classic Set 174,145.84,1,145.84,0.0,0.0,0.08,11.67,0.0,157.5,Retail Store,Credit Card,North America,Adam Small,Referral,False,,8.0,2022,4,2,Sunday,True,0.30869936901073003,48.62015061918998
ORD_20200419_5153,2020-04-19,CUST_69850,64.0,Male,Premium,Home & Garden,Classic Widget 846,153.0,1,153.0,0.0499,7.64,0.2,29.07,0.0,174.44,Mobile App,Bank Transfer,Europe,Andrea Morris,Email,False,,8.0,2020,4,2,Sunday,True,0.41929029800757966,73.1409995844422
ORD_20240608_1107,2024-06-08,CUST_20407,21.0,Female,Standard,Electronics,Basic Unit 552,470.33,1,470.33,0.0,0.0,0.1,47.03,0.0,517.36,Online,Credit Card,Asia Pacific,Makayla Smith,Advertisement,False,,7.0,2024,6,2,Saturday,True,0.3247621870372557,168.0189650855946
ORD_20241128_6296,2024-11-28,CUST_27459,71.0,Other,Standard,Electronics,Premium Widget 580,5.0,1,5.0,0.0,0.0,0.08,0.4,5.22,5.4,Mobile App,Credit Card,North America,Antonio Malone,Referral,False,,7.0,2024,11,4,Thursday,False,0.21885875080154799,1.1818372543283593
ORD_20241002_3644,2024-10-02,CUST_42429,61.0,Female,Budget,Automotive,Elite Tool 360,118.95,2,237.91,0.1214,28.88,0.08,16.72,0.0,225.75,Retail Store,Debit Card,North America,Shirley Rice,Referral,False,,6.0,2024,10,4,Wednesday,False,0.22696091800503626,51.23642723963694
ORD_20230401_5055,2023-04-01,CUST_23423,61.0,Male,Standard,Sports & Outdoors,Pro Kit 535,127.95,1,127.95,0.0415,5.31,0.1,12.26,0.0,134.9,Retail Store,Debit Card,Asia Pacific,Nathan Fuller,Paid Search,False,,7.0,2023,4,2,Saturday,True,0.37638902121940787,50.77487896249812
ORD_20240806_7361,2024-08-06,CUST_77773,38.0,Male,Premium,Home & Garden,Classic Set 646,195.47,1,195.47,0.0,0.0,0.2,39.09,0.0,234.56,Phone,PayPal,Europe,Bryan Richardson,Email,False,,6.0,2024,8,3,Tuesday,False,0.3334174534553515,78.20639788248725
ORD_20210728_4700,2021-07-28,CUST_52220,21.0,Female,Premium,Books,Basic Device 269,52.77,3,158.31,0.0,0.0,0.08,12.67,0.0,170.98,Phone,Credit Card,North America,Sarah Gomez MD,Organic Search,False,,10.0,2021,7,3,Wednesday,False,0.18837464171327775,32.20829624013623
ORD_20200216_4813,2020-02-16,CUST_56849,42.0,Other,Standard,Electronics,Classic Package 642,655.6,1,655.6,0.0619,40.56,0.2,123.01,0.0,738.06,Online,Credit Card,Europe,Edgar Miller,Paid Search,False,,7.0,2020,2,1,Sunday,True,0.2051750490231659,151.43149668203782
ORD_20241012_4951,2024-10-12,CUST_71785,35.0,Female,Budget,Home & Garden,Classic System 465,114.56,2,229.12,0.0,0.0,0.2,45.82,0.0,274.95,Online,Credit Card,Europe,Kristin Smith,Paid Search,False,,8.0,2024,10,4,Saturday,True,0.20908763279305237,57.48864463644975
ORD_20220413_2659,2022-04-13,CUST_17019,62.0,Male,Premium,Health & Beauty,Pro Unit 260,34.82,2,69.64,0.0,0.0,0.05,3.48,0.54,73.12,Online,Debit Card,Middle East & Africa,Michele Hill,Social Media,False,,8.0,2022,4,2,Wednesday,False,0.23590559177106085,17.24941687029997
ORD_20220923_4893,2022-09-23,CUST_47762,29.0,Other,Budget,Electronics,Basic Device 894,623.75,1,623.75,0.0205,12.79,0.05,30.55,0.0,641.51,Phone,Debit Card,Middle East & Africa,Bobby Guerrero,Social Media,False,,7.0,2022,9,3,Friday,False,0.2710369178250799,173.872893153967
ORD_20230613_4355,2023-06-13,CUST_63838,36.0,Female,Budget,Health & Beauty,Classic Package 533,54.13,1,54.13,0.1435,7.77,0.08,3.71,2.55,50.07,Mobile App,Cash,North America,Dr. Lynn Ford,Paid Search,False,,6.0,2023,6,2,Tuesday,False,0.3121446359574179,15.629081922387916
ORD_20210518_6406,2021-05-18,CUST_97522,70.0,Male,Budget,Sports & Outdoors,Elite Kit 336,40.08,2,80.15,0.0,0.0,0.2,16.03,6.56,96.18,Online,Cash,Europe,Anthony Martin,Advertisement,False,,8.0,2021,5,2,Tuesday,False,0.435256793581802,41.86299840669772
ORD_20210603_8885,2021-06-03,CUST_64452,75.0,Female,Premium,Automotive,Pro Unit 800,174.16,1,174.16,0.1408,24.53,0.08,11.97,0.0,161.6,Retail Store,Credit Card,North America,Shannon Barnes,Advertisement,False,,10.0,2021,6,2,Thursday,False,0.23543053763429106,38.045574881701434
ORD_20201007_4558,2020-10-07,CUST_91888,75.0,Other,Enterprise,Automotive,Classic Unit 356,261.16,1,261.16,0.1463,38.22,0.1,22.29,0.0,245.23,Retail Store,Debit Card,Asia Pacific,Patricia Warren,Advertisement,False,,9.0,2020,10,4,Wednesday,False,0.3410607926417283,83.63833817953102
ORD_20210109_4667,2021-01-09,CUST_81342,23.0,Male,Premium,Toys & Games,Premium Unit 247,75.2,1,75.2,0.0,0.0,0.1,7.52,0.0,82.72,Retail Store,Debit Card,Asia Pacific,Maria Alexander,Organic Search,False,,9.0,2021,1,1,Saturday,True,0.3570397220861085,29.534325810962894
ORD_20230301_1692,2023-03-01,CUST_32560,73.0,Female,Premium,Electronics,Deluxe Device 424,457.81,1,457.81,0.0647,29.63,0.08,34.25,0.0,462.44,Mobile App,Debit Card,North America,Angel Lewis,Email,False,,9.0,2023,3,1,Wednesday,False,0.18539695429803732,85.73496754558438
ORD_20220529_2865,2022-05-29,CUST_10803,78.0,Male,Enterprise,Automotive,Pro System 885,134.52,1,134.52,0.0,0.0,0.1,13.45,0.0,147.97,Online,Debit Card,Asia Pacific,Brenda Simon,Referral,False,,6.0,2022,5,2,Sunday,True,0.3596396891395156,53.21588480197413
ORD_20220517_3151,2022-05-17,CUST_50645,69.0,Female,Standard,Health & Beauty,Classic Unit 853,39.18,1,39.18,0.0,0.0,0.2,7.84,11.74,47.01,Online,Debit Card,Europe,Lisa Gill,Advertisement,False,,6.0,2022,5,2,Tuesday,False,0.4287759521056248,20.15675750848542
ORD_20210901_1916,2021-09-01,CUST_52736,78.0,,Premium,Toys & Games,Premium Unit 911,34.06,1,34.06,0.0,0.0,0.1,3.41,9.15,37.46,Online,Debit Card,Asia Pacific,Brittany Jackson,Advertisement,False,,10.0,2021,9,3,Wednesday,False,0.37276349294419103,13.963720445689397
ORD_20230311_1054,2023-03-11,CUST_47802,65.0,Female,Enterprise,Toys & Games,Classic Tool 509,53.36,1,53.36,0.0818,4.36,0.2,9.8,3.47,58.8,Online,PayPal,Europe,Diana Ramsey,Advertisement,False,,9.0,2023,3,1,Saturday,True,0.44072066846473223,25.914375305726253
ORD_20230731_8585,2023-07-31,CUST_33799,67.0,Male,Standard,Electronics,Standard Unit 954,123.51,1,123.51,0.0819,10.12,0.2,22.68,0.0,136.07,Retail Store,Credit Card,Europe,Tyrone Conley,Social Media,False,,10.0,2023,7,3,Monday,False,0.18373817350110008,25.001253268294686
ORD_20220228_4365,2022-02-28,CUST_95792,37.0,Male,Budget,Automotive,Pro Widget 484,206.41,1,206.41,0.0,0.0,0.08,16.51,0.0,222.92,Online,Bank Transfer,North America,Charles Haley,Email,False,,8.0,2022,2,1,Monday,False,0.19172202234949032,42.73867322214838
ORD_20240723_1491,2024-07-23,CUST_75689,77.0,Male,Budget,Toys & Games,Elite System 233,46.11,2,92.21,0.0,0.0,0.08,7.38,7.43,99.59,Mobile App,Debit Card,North America,Sandra Peterson,Direct,False,,8.0,2024,7,3,Tuesday,False,0.43532378826651597,43.35389607346232
ORD_20201229_3168,2020-12-29,CUST_54843,20.0,Female,Enterprise,Automotive,Classic Unit 516,184.14,2,368.29,0.0,0.0,0.2,73.66,0.0,441.94,Phone,Bank Transfer,Europe,Jeffrey Holden,Paid Search,False,,,2020,12,4,Tuesday,False,0.3671602421313034,162.2627974075082
ORD_20211217_9956,2021-12-17,CUST_77045,66.0,Other,Premium,Sports & Outdoors,Deluxe Kit 274,172.78,1,172.78,0.1495,25.83,0.1,14.69,0.0,161.64,Online,Debit Card,Asia Pacific,John Davis,Organic Search,False,,6.0,2021,12,4,Friday,False,0.39706442679351983,64.18149394690454
ORD_20231018_3192,2023-10-18,CUST_89244,78.0,,Enterprise,Clothing,Pro Device 245,111.42,1,111.42,0.1365,15.21,0.15,14.43,0.0,110.64,Mobile App,Credit Card,Latin America,Ellen Kaufman,Email,False,,7.0,2023,10,4,Wednesday,False,0.4327906748121534,47.88396026121665
ORD_20210322_8947,2021-03-22,CUST_13809,71.0,Female,Standard,Clothing,Pro Tool 261,75.19,2,150.38,0.0,0.0,0.15,22.56,0.0,172.94,Mobile App,Credit Card,Latin America,Donald Gamble,Direct,False,,9.0,2021,3,1,Monday,False,0.34494705337214315,59.65514341017844
ORD_20220720_7524,2022-07-20,CUST_16195,77.0,Female,Premium,Electronics,Classic Tool 834,337.8,1,337.8,0.0619,20.91,0.15,47.53,0.0,364.42,Online,Credit Card,Latin America,Stephanie Frazier,Direct,False,,7.0,2022,7,3,Wednesday,False,0.4492413527333249,163.71253376307826
ORD_20220404_4725,2022-04-04,CUST_15356,75.0,Female,Budget,Health & Beauty,Deluxe Set 257,5.0,1,5.0,0.0,0.0,0.2,1.0,6.7,6.0,Phone,PayPal,Europe,Allison Tyler,Email,False,,7.0,2022,4,2,Monday,False,0.39430100354051084,2.365806021243065
ORD_20220530_8557,2022-05-30,CUST_81939,45.0,Female,Standard,Automotive,Elite Widget 971,335.41,3,1006.22,0.0,0.0,0.2,201.24,0.0,1207.46,Online,Credit Card,Europe,Larry Carey,Referral,False,,10.0,2022,5,2,Monday,False,0.399707221723079,482.63048194174894
ORD_20240508_9043,2024-05-08,CUST_82045,41.0,Male,Premium,Sports & Outdoors,Premium Unit 685,74.35,1,74.35,0.0,0.0,0.1,7.43,3.07,81.78,Phone,Credit Card,Asia Pacific,Hannah Martin,Social Media,False,,10.0,2024,5,2,Wednesday,False,0.21533435897745618,17.610043877176366
ORD_20230503_1878,2023-05-03,CUST_44404,,Male,Budget,Toys & Games,Pro Package 259,44.78,1,44.78,0.108,4.84,0.1,3.99,0.0,43.94,Retail Store,Credit Card,Asia Pacific,Michael Newman,Social Media,False,,7.0,2023,5,2,Wednesday,False,0.20394914620694926,8.96152548433335
ORD_20200315_8564,2020-03-15,CUST_33055,61.0,Male,Budget,Home & Garden,Deluxe Unit 808,133.55,1,133.55,0.1072,14.32,0.08,9.54,0.0,128.77,Third Party,PayPal,North America,Jose Andrews,Direct,False,,8.0,2020,3,1,Sunday,True,0.3359564558124162,43.26111281496483
ORD_20241203_6454,2024-12-03,CUST_37218,37.0,Other,Premium,Sports & Outdoors,Deluxe Package 376,103.25,1,103.25,0.0,0.0,0.08,8.26,0.0,111.52,Phone,Debit Card,North America,Michael Rodriguez,Social Media,False,,7.0,2024,12,4,Tuesday,False,0.4344806645827872,48.45328371427243
ORD_20201211_3795,2020-12-11,CUST_79041,48.0,Other,Budget,Clothing,Elite Tool 234,83.96,1,83.96,0.0,0.0,0.08,6.72,0.0,90.68,Retail Store,Debit Card,North America,Danielle Garrett,Social Media,False,,9.0,2020,12,4,Friday,False,0.22625202677214923,20.516533787698492
ORD_20231215_6231,2023-12-15,CUST_15397,56.0,Male,Premium,Automotive,Premium Set 636,161.4,1,161.4,0.2396,38.67,0.2,24.55,0.0,147.28,Online,Credit Card,Europe,Tiffany Gray,Direct,False,,8.0,2023,12,4,Friday,False,0.18073307411157555,26.618367155152846
ORD_20201214_8440,2020-12-14,CUST_32461,42.0,Other,Standard,Books,Deluxe System 717,26.19,1,26.19,0.0,0.0,0.2,5.24,12.09,31.43,Online,Credit Card,Europe,James Norton,Paid Search,False,,7.0,2020,12,4,Monday,False,0.3003039256323322,9.438552382624202
ORD_20200124_1179,2020-01-24,CUST_37775,39.0,Male,Standard,Health & Beauty,Deluxe Device 166,16.1,2,32.2,0.0,0.0,0.15,4.83,0.0,37.03,Retail Store,Bank Transfer,Latin America,Robert Lopez,Email,False,,,2020,1,1,Friday,False,0.1543806495255112,5.71671545192968
ORD_20241118_2102,2024-11-18,CUST_66927,64.0,Female,Premium,Electronics,Classic Kit 103,62.04,2,124.07,0.0,0.0,0.1,12.41,0.0,136.48,Retail Store,Credit Card,Asia Pacific,Sonia Reyes,Direct,False,,9.0,2024,11,4,Monday,False,0.41830033158533686,57.08962925476677
ORD_20200913_5571,2020-09-13,CUST_42311,,Other,Standard,Toys & Games,Pro Package 296,54.96,1,54.96,0.0752,4.13,0.15,7.62,0.0,58.45,Retail Store,Credit Card,Latin America,David Green,Social Media,False,,8.0,2020,9,3,Sunday,True,0.4124596329314202,24.10826554484151
ORD_20210406_8189,2021-04-06,CUST_84174,63.0,Female,Standard,Toys & Games,Standard Unit 681,101.19,1,101.19,0.0,0.0,0.2,20.24,0.0,121.43,Mobile App,Debit Card,Europe,Justin Sanders,Direct,False,,9.0,2021,4,2,Tuesday,False,0.23998079810332484,29.140868313686738
ORD_20220630_5273,2022-06-30,CUST_63476,77.0,Female,Standard,Clothing,Pro Kit 134,110.39,3,331.17,0.1356,44.92,0.1,28.62,0.0,314.87,Third Party,Debit Card,Asia Pacific,Samuel Miller DVM,Email,False,,,2022,6,2,Thursday,False,0.23839892695948867,75.0646701317342
ORD_20200910_7136,2020-09-10,CUST_68212,33.0,Male,Enterprise,Electronics,Deluxe Widget 677,425.18,2,850.36,0.0,0.0,0.05,42.52,0.0,892.88,Online,Bank Transfer,Middle East & Africa,Mrs. Julie Carter,Email,False,,9.0,2020,9,3,Thursday,False,0.40925281595489216,365.4136543098041
ORD_20200725_4379,2020-07-25,CUST_52363,32.0,Other,Standard,Electronics,Basic Set 130,384.1,1,384.1,0.0328,12.61,0.05,18.57,0.0,390.06,Online,Credit Card,Middle East & Africa,Deborah Cole,Email,False,,8.0,2020,7,3,Saturday,True,0.3560327514467506,138.87413502931955
ORD_20200203_1190,2020-02-03,CUST_98911,42.0,Female,Budget,Electronics,Pro Tool 386,125.15,3,375.46,0.0,0.0,0.2,75.09,0.0,450.55,Online,Credit Card,Europe,Michael Andrews,Email,False,,,2020,2,1,Monday,False,0.4174544463738473,188.0841008137369
ORD_20230506_8474,2023-05-06,CUST_98011,38.0,Female,Standard,Automotive,Pro Kit 770,152.35,3,457.06,0.1154,52.75,0.08,32.34,0.0,436.66,Online,PayPal,North America,Tanner Austin,Direct,False,,9.0,2023,5,2,Saturday,True,0.3083538474615617,134.64579103256554
ORD_20230311_9886,2023-03-11,CUST_23938,64.0,Male,Enterprise,Health & Beauty,Classic Widget 910,52.42,2,104.84,0.0,0.0,0.2,20.97,0.0,125.81,Retail Store,PayPal,Europe,Ashley Stevens,Direct,False,,6.0,2023,3,1,Saturday,True,0.314999286883465,39.630060282808735
ORD_20200629_5859,2020-06-29,CUST_36830,66.0,Male,Standard,Sports & Outdoors,Pro System 149,143.26,2,286.51,0.0,0.0,0.2,57.3,0.0,343.81,Mobile App,Debit Card,Europe,Brianna Christensen,Advertisement,False,,8.0,2020,6,2,Monday,False,0.34881578674522834,119.92635564087696
ORD_20200301_4314,2020-03-01,CUST_28489,49.0,Female,Premium,Home & Garden,Premium Device 582,210.54,2,421.08,0.0,0.0,0.15,63.16,0.0,484.24,Online,Credit Card,Latin America,Frank Osborne,Social Media,False,,9.0,2020,3,1,Sunday,True,0.2260383744132472,109.45682242587083
ORD_20221206_4563,2022-12-06,CUST_31409,59.0,Male,Enterprise,Sports & Outdoors,Deluxe System 280,130.7,2,261.4,0.0,0.0,0.08,20.91,0.0,282.31,Online,Credit Card,North America,Lauren Cook,Email,False,,6.0,2022,12,4,Tuesday,False,0.4421489202833231,124.82306168518494
ORD_20210917_2928,2021-09-17,CUST_87028,48.0,Male,Standard,Clothing,Premium Device 160,54.61,2,109.22,0.1376,15.03,0.2,18.84,0.0,113.03,Mobile App,Cash,Europe,Scott Durham,Referral,False,,9.0,2021,9,3,Friday,False,0.3728103245099631,42.13875097936113
ORD_20240924_3583,2024-09-24,CUST_71484,38.0,Other,Premium,Books,Basic Widget 205,5.0,1,5.0,0.0,0.0,0.08,0.4,0.0,5.4,Retail Store,Debit Card,North America,Debra Sparks,Direct,True,Damaged in Shipping,2.0,2024,9,3,Tuesday,False,0.16816264156145913,0.9080782644318793
ORD_20201002_1841,2020-10-02,CUST_70026,33.0,Other,Premium,Health & Beauty,Classic Set 529,74.2,1,74.2,0.0,0.0,0.2,14.84,2.42,89.03,Online,Credit Card,Europe,Ashley Smith,Referral,True,Defective,2.0,2020,10,4,Friday,False,0.17865611847654236,15.905754227966566
ORD_20240927_4296,2024-09-27,CUST_89268,49.0,Other,Standard,Sports & Outdoors,Standard Kit 402,125.64,4,502.56,0.0417,20.96,0.2,96.32,0.0,577.91,Online,Debit Card,Europe,Amber Rodriguez,Advertisement,False,,10.0,2024,9,3,Friday,False,0.3792228272321513,219.15666408573253
ORD_20230929_9224,2023-09-29,CUST_71797,31.0,Other,Budget,Health & Beauty,Basic Device 524,78.53,2,157.07,0.0,0.0,0.2,31.41,0.0,188.48,Retail Store,Credit Card,Europe,Maria Cruz,Paid Search,False,,10.0,2023,9,3,Friday,False,0.1980330302746521,37.32526554616643
ORD_20211225_9850,2021-12-25,CUST_54780,43.0,Other,Premium,Sports & Outdoors,Classic Tool 713,202.26,3,606.78,0.0,0.0,0.1,60.68,0.0,667.46,Mobile App,Credit Card,Asia Pacific,Tyler Lang,Referral,False,,8.0,2021,12,4,Saturday,True,0.4426546401740744,295.4542661305877
ORD_20210703_1469,2021-07-03,CUST_65573,48.0,Male,Standard,Books,Elite Unit 906,37.02,4,148.09,0.0,0.0,0.2,29.62,0.0,177.7,Retail Store,Credit Card,Europe,Kelly Murphy,Email,False,,8.0,2021,7,3,Saturday,True,0.4460317160097814,79.25983593493815
ORD_20240820_6075,2024-08-20,CUST_32915,63.0,Female,Budget,Toys & Games,Standard Set 626,27.19,2,54.38,0.0,0.0,0.08,4.35,0.0,58.73,Retail Store,Debit Card,North America,Matthew Barrett,Organic Search,False,,6.0,2024,8,3,Tuesday,False,0.3094648242540731,18.174869128441713
ORD_20230621_2122,2023-06-21,CUST_58539,34.0,Male,Premium,Clothing,Basic Package 483,50.44,4,201.76,0.0,0.0,0.1,20.18,0.0,221.94,Online,Debit Card,Asia Pacific,Susan Hale,Paid Search,False,,6.0,2023,6,2,Wednesday,False,0.43937684933899557,97.51529794229667
ORD_20201013_1861,2020-10-13,CUST_78848,37.0,Male,Standard,Automotive,Premium Package 720,179.37,1,179.37,0.0,0.0,0.15,26.9,0.0,206.27,Online,Credit Card,Latin America,John Norman,Paid Search,False,,6.0,2020,10,4,Tuesday,False,0.17087991486491283,35.24740003918557
ORD_20240818_8846,2024-08-18,CUST_75494,68.0,Male,Budget,Books,Premium System 675,15.41,2,30.82,0.0,0.0,0.08,2.47,0.0,33.28,Retail Store,PayPal,North America,Courtney Smith,Advertisement,False,,9.0,2024,8,3,Sunday,True,0.3201131126914123,10.653364390370202
ORD_20230817_1027,2023-08-17,CUST_85617,43.0,Female,Premium,Toys & Games,Deluxe System 489,18.87,1,18.87,0.0,0.0,0.15,2.83,14.44,21.7,Online,Debit Card,Latin America,Christina Le MD,Referral,False,,9.0,2023,8,3,Thursday,False,0.2494928684349491,5.413995245038396
ORD_20200122_6940,2020-01-22,CUST_89077,60.0,Male,Budget,Clothing,Pro Device 190,10.52,1,10.52,0.0,0.0,0.05,0.53,6.25,11.05,Mobile App,Cryptocurrency,Middle East & Africa,Anita Chapman,Social Media,False,,9.0,2020,1,1,Wednesday,False,0.2818742112802145,3.1147100346463703
